--------- beginning of main
01-06 15:26:17.532  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=1386.0, y[0]=158.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5586467, downTime=5585309, deviceId=4, source=0x300008, displayId=-1, eventId=938320378 }
01-06 15:26:39.651  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=895.0, y[0]=158.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5608587, downTime=5608536, deviceId=4, source=0x300008, displayId=-1, eventId=142280915 }
01-06 15:26:39.662  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=894.0, y[0]=157.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5608597, downTime=5608536, deviceId=4, source=0x300008, displayId=-1, eventId=550694665 }
01-06 15:26:39.676  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=893.0, y[0]=156.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5608611, downTime=5608536, deviceId=4, source=0x300008, displayId=-1, eventId=847421741 }
01-06 15:26:39.682  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=891.0, y[0]=155.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5608617, downTime=5608536, deviceId=4, source=0x300008, displayId=-1, eventId=150631240 }
01-06 15:26:39.692  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=889.0, y[0]=155.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5608627, downTime=5608536, deviceId=4, source=0x300008, displayId=-1, eventId=223176420 }
01-06 15:26:39.702  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=887.0, y[0]=155.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5608638, downTime=5608536, deviceId=4, source=0x300008, displayId=-1, eventId=811859228 }
01-06 15:26:39.719  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=886.0, y[0]=155.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5608655, downTime=5608536, deviceId=4, source=0x300008, displayId=-1, eventId=1035103656 }
01-06 15:26:39.723  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=885.0, y[0]=155.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5608658, downTime=5608536, deviceId=4, source=0x300008, displayId=-1, eventId=35820298 }
01-06 15:26:39.733  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=884.0, y[0]=155.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5608668, downTime=5608536, deviceId=4, source=0x300008, displayId=-1, eventId=721251139 }
01-06 15:26:39.743  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=884.0, y[0]=155.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5608678, downTime=5608536, deviceId=4, source=0x300008, displayId=-1, eventId=362586295 }
01-06 15:26:39.753  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=884.0, y[0]=155.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5608688, downTime=5608536, deviceId=4, source=0x300008, displayId=-1, eventId=475473697 }
01-06 15:26:39.766  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=884.0, y[0]=155.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5608702, downTime=5608536, deviceId=4, source=0x300008, displayId=-1, eventId=21377875 }
01-06 15:26:39.773  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=884.0, y[0]=155.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5608709, downTime=5608536, deviceId=4, source=0x300008, displayId=-1, eventId=11133382 }
01-06 15:26:39.783  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=884.0, y[0]=155.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5608719, downTime=5608536, deviceId=4, source=0x300008, displayId=-1, eventId=104614378 }
01-06 15:26:39.793  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=884.0, y[0]=155.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5608729, downTime=5608536, deviceId=4, source=0x300008, displayId=-1, eventId=358576057 }
01-06 15:26:39.812  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=898.0, y[0]=161.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5608747, downTime=5608536, deviceId=4, source=0x300008, displayId=-1, eventId=628193061 }
01-06 15:26:39.813  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=898.0, y[0]=161.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5608749, downTime=5608536, deviceId=4, source=0x300008, displayId=-1, eventId=514311293 }
01-06 15:26:42.177  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=806.0, y[0]=164.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611112, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=796629934 }
01-06 15:26:42.186  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=812.0, y[0]=162.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611122, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=684919950 }
01-06 15:26:42.205  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=821.0, y[0]=162.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611141, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=588606395 }
01-06 15:26:42.217  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=835.0, y[0]=157.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611152, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=502888321 }
01-06 15:26:42.227  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=839.0, y[0]=156.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611162, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=764336271 }
01-06 15:26:42.237  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=841.0, y[0]=155.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611172, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=615849896 }
01-06 15:26:42.251  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=843.0, y[0]=154.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611186, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=797945583 }
01-06 15:26:42.258  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=845.0, y[0]=154.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611193, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=444885400 }
01-06 15:26:42.268  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=845.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611203, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=547066873 }
01-06 15:26:42.278  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=845.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611213, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=84934825 }
01-06 15:26:42.295  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=845.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611230, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=263167460 }
01-06 15:26:42.298  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=845.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611233, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=1044300299 }
01-06 15:26:42.308  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=845.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611244, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=652662846 }
01-06 15:26:42.318  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=845.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611254, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=830456351 }
01-06 15:26:42.329  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=842.0, y[0]=154.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611265, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=755922259 }
01-06 15:26:42.346  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=835.0, y[0]=154.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611281, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=249313854 }
01-06 15:26:42.349  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=827.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611284, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=849518321 }
01-06 15:26:42.360  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=831.0, y[0]=152.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611295, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=504233678 }
01-06 15:26:42.369  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=831.0, y[0]=152.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5611304, downTime=5611112, deviceId=4, source=0x300008, displayId=-1, eventId=3744199 }
01-06 15:26:44.277  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=959.0, y[0]=154.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613212, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=933215288 }
01-06 15:26:44.287  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=959.0, y[0]=154.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613222, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=406940097 }
01-06 15:26:44.297  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=959.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613233, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=882477382 }
01-06 15:26:44.307  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=959.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613243, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=558822115 }
01-06 15:26:44.321  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=959.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613256, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=784981388 }
01-06 15:26:44.328  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=959.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613263, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=678915842 }
01-06 15:26:44.338  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=959.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613273, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=410669098 }
01-06 15:26:44.349  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=959.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613284, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=189435083 }
01-06 15:26:44.366  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=959.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613301, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=713286980 }
01-06 15:26:44.369  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=959.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613304, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=652657289 }
01-06 15:26:44.379  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=959.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613314, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=218248439 }
01-06 15:26:44.389  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=959.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613324, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=106817692 }
01-06 15:26:44.399  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=959.0, y[0]=153.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613334, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=15991359 }
01-06 15:26:44.412  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=959.0, y[0]=152.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613347, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=660366432 }
01-06 15:26:44.419  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=959.0, y[0]=151.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613354, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=606442282 }
01-06 15:26:44.430  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=959.0, y[0]=150.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613365, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=290893066 }
01-06 15:26:44.440  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=960.0, y[0]=148.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613375, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=672868356 }
01-06 15:26:44.458  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=961.0, y[0]=146.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613393, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=874707723 }
01-06 15:26:44.459  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=961.0, y[0]=146.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5613395, downTime=5613212, deviceId=4, source=0x300008, displayId=-1, eventId=857016314 }
01-06 15:26:46.862  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=906.0, y[0]=168.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5615797, downTime=5615797, deviceId=4, source=0x300008, displayId=-1, eventId=48897884 }
01-06 15:26:46.872  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=897.0, y[0]=166.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5615808, downTime=5615797, deviceId=4, source=0x300008, displayId=-1, eventId=249631771 }
01-06 15:26:46.882  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=890.0, y[0]=164.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5615818, downTime=5615797, deviceId=4, source=0x300008, displayId=-1, eventId=482682606 }
01-06 15:26:46.896  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=885.0, y[0]=162.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5615831, downTime=5615797, deviceId=4, source=0x300008, displayId=-1, eventId=814086917 }
01-06 15:26:46.903  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=881.0, y[0]=160.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5615839, downTime=5615797, deviceId=4, source=0x300008, displayId=-1, eventId=1017409159 }
01-06 15:26:46.913  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=879.0, y[0]=159.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5615848, downTime=5615797, deviceId=4, source=0x300008, displayId=-1, eventId=178686185 }
01-06 15:26:46.923  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=878.0, y[0]=158.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5615859, downTime=5615797, deviceId=4, source=0x300008, displayId=-1, eventId=941114948 }
01-06 15:26:46.941  1234  1978 D MicroXrInputService: #inputFilter - filterInputEvent: MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=878.0, y[0]=158.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5615877, downTime=5615797, deviceId=4, source=0x300008, displayId=-1, eventId=352399399 }
